customerID,gender,SeniorCitizen,Partner,Dependents,Day,year,month,dob,age,,,
3494-JCHRQ,Male,,No,No,11,2000,1,2000-01-11,25,,,
6474-FVJLC,Male,,No,No,21,1995,5,1995-05-21,30,,,
4524-QCSSM,Male,,No,No,7,1994,12,1994-12-07,30,,,
5832-EXGTT,Male,,Yes,Yes,20,2007,7,2007-07-20,18,,,
8840-DQLGN,Female,,Yes,No,29,1990,10,1990-10-29,34,,,
2039-JONDJ,Male,,No,No,25,1983,8,1983-08-25,42,,,
7217-JYHOQ,Male,,Yes,Yes,11,1996,2,1996-02-11,29,,,
6695-FRVEC,Male,,Yes,Yes,13,2011,11,2011-11-13,13,,,
4547-LYTDD,Female,,No,No,29,1989,2,1989-03-01,36,,,
9894-QMIMJ,Female,,No,No,8,1988,12,1988-12-08,36,,,
8069-YQQAJ,Male,,No,No,3,2001,6,2001-06-03,24,,,
6770-XUAGN,Female,,Yes,Yes,20,2000,4,2000-04-20,25,,,
4193-ORFCL,Female,,No,No,27,2006,11,2006-11-27,18,,,
1636-NTNCO,Male,,No,No,8,1995,4,1995-04-08,30,,,
3466-WAESX,Male,,No,Yes,15,1994,9,1994-09-15,31,,,
9281-PKKZE,Female,,Yes,No,30,1987,5,1987-05-30,38,,,
3638-VBZTA,Male,,No,Yes,23,2005,3,2005-03-23,20,,,
7459-IMVYU,Male,,No,No,1,1983,3,1983-03-01,42,,,
7776-QWNFX,Male,,Yes,No,14,2004,12,2004-12-14,20,,,
6689-TCZHQ,Female,,No,No,7,1999,11,1999-11-07,25,,,
8563-OYMQY,Male,,No,No,4,2001,12,2001-12-04,23,,,
0754-EEBDC,Male,,Yes,Yes,9,2003,10,2003-10-09,21,,,
5777-ZPQNC,Female,,No,No,29,1988,4,1988-04-29,37,,,
1951-IEYXM,Male,,Yes,Yes,5,1999,11,1999-11-05,25,,,
3318-NMQXL,Male,,No,No,29,2011,7,2011-07-29,14,,,
3143-ILDAL,Male,,No,No,3,2004,5,2004-05-03,21,,,
1022-RKXDR,Female,,No,No,14,2012,3,2012-03-14,13,,,
2361-FJWNO,Male,,No,No,26,2011,10,2011-10-26,13,,,
2272-UOINI,Female,,No,No,11,2001,9,2001-09-11,24,,,
8232-UTFOZ,Male,,No,No,23,1986,12,1986-12-23,38,,,
3750-YHRYO,Male,,Yes,Yes,18,1997,4,1997-04-18,28,,,
6637-KYRCV,Female,,Yes,Yes,25,2004,9,2004-09-25,20,,,
5668-MEISB,Female,,Yes,Yes,9,1983,9,1983-09-09,42,,,
0129-QMPDR,Male,,Yes,Yes,5,1994,7,1994-07-05,31,,,
7188-CBBBA,Female,,No,No,22,2008,9,2008-09-22,16,,,
5356-CSVSQ,Female,,No,No,13,1988,11,1988-11-13,36,,,
3221-CJMSG,Male,,No,No,10,1985,4,1985-04-10,40,,,
4720-VSTSI,Female,,No,No,21,1984,11,1984-11-21,40,,,
3219-JQRSL,Female,,Yes,No,3,1986,3,1986-03-03,39,,,
2801-NISEI,Male,,No,No,30,2003,12,2003-12-30,21,,,
3946-MHCZW,Male,,No,No,27,2002,4,2002-04-27,23,,,
4623-ZKHLY,Male,,Yes,No,7,2001,5,2001-05-07,24,,,
6732-VAILE,Male,,Yes,Yes,7,1989,5,1989-05-07,36,,,
8201-AAXCB,Male,,Yes,Yes,29,1995,11,1995-11-29,29,,,
7696-CFTAT,Male,,Yes,Yes,25,2009,12,2009-12-25,15,,,
1845-CSBRZ,Female,,Yes,Yes,6,1985,12,1985-12-06,39,,,
2123-VSCOT,Female,,Yes,Yes,7,2012,1,2012-01-07,13,,,
6651-AZVTJ,Male,,Yes,Yes,1,2012,3,2012-03-01,13,,,
4566-GOLUK,Male,,Yes,Yes,27,1982,11,1982-11-27,42,,,
2484-DGXPZ,Female,,Yes,Yes,15,1995,1,1995-01-15,30,,,
2018-QKYGT,Male,,Yes,Yes,24,1993,4,1993-04-24,32,,,
2792-VPPET,Male,,No,No,17,1987,7,1987-07-17,38,,,
7409-JURKQ,Female,,Yes,No,1,1991,3,1991-03-01,34,,,
3247-MHJKM,Male,,No,No,15,1997,6,1997-06-15,28,,,
1964-SVLEA,Male,,No,No,14,1983,3,1983-03-14,42,,,
4587-NUKOX,Female,,No,No,1,2005,8,2005-08-01,20,,,
7297-DVYGA,Female,,No,No,15,1991,9,1991-09-15,34,,,
2239-CGBUZ,Female,,Yes,No,3,1993,12,1993-12-03,31,,,
0854-UYHZD,Female,,Yes,Yes,27,2007,3,2007-03-27,18,,,
7243-LCGGZ,Female,,No,No,19,1996,4,1996-04-19,29,,,
8267-KFGYD,Male,,No,Yes,8,2005,3,2005-03-08,20,,,
4890-VMUAV,Male,,No,No,10,2012,9,2012-09-10,13,,,
9261-WDCAF,Male,,No,No,25,2003,3,2003-03-25,22,,,
3764-MNMOI,Male,,No,No,28,1996,1,1996-01-28,29,,,
7442-YGZFK,Male,,No,No,10,2006,3,2006-03-10,19,,,
0420-BWTPW,Male,,No,Yes,24,1986,6,1986-06-24,39,,,
8229-BUJHX,Female,,Yes,Yes,14,2011,4,2011-04-14,14,,,
7449-HVPIV,Male,,Yes,Yes,30,1986,12,1986-12-30,38,,,
5504-WSIUR,Female,,No,No,17,1989,5,1989-05-17,36,,,
8183-ONMXC,Female,,No,No,9,2009,9,2009-09-09,16,,,
8466-PZBLH,Male,,Yes,Yes,22,2001,7,2001-07-22,24,,,
9614-RMGHA,Male,,Yes,No,8,2008,11,2008-11-08,16,,,
8735-IJJEG,Male,,Yes,No,20,2004,1,2004-01-20,21,,,
0564-MUUQK,Female,,Yes,Yes,5,1998,11,1998-11-05,26,,,
5054-IEXZT,Male,,No,Yes,1,1992,10,1992-10-01,32,,,
5834-ASPWA,Male,,No,No,12,2009,7,2009-07-12,16,,,
0701-RFGFI,Female,,Yes,Yes,15,1987,12,1987-12-15,37,,,
0019-EFAEP,Female,,No,No,19,2011,7,2011-07-19,14,,,
5619-PTMIK,Female,,Yes,No,16,2003,2,2003-02-16,22,,,
3737-XBQDD,Male,,No,No,3,2012,5,2012-05-03,13,,,
5882-CMAZQ,Female,,Yes,Yes,20,2001,5,2001-05-20,24,,,
5846-QFDFI,Female,,Yes,Yes,18,2007,3,2007-03-18,18,,,
4445-KWOKW,Female,,No,No,7,1989,5,1989-05-07,36,,,
3511-APPBJ,Male,,No,No,13,1989,9,1989-09-13,36,,,
7967-HYCDE,Male,,No,No,19,2012,11,2012-11-19,12,,,
2430-RRYUW,Male,,No,No,13,1986,12,1986-12-13,38,,,
3948-XHGNA,Male,,No,No,24,1985,2,1985-02-24,40,,,
3723-BFBGR,Male,,No,No,16,1993,2,1993-02-16,32,,,
0565-IYCGT,Male,,No,No,26,2012,4,2012-04-26,13,,,
5447-WZAFP,Female,,No,No,1,1989,7,1989-07-01,36,,,
5110-CHOPY,Female,,No,No,16,1984,2,1984-02-16,41,,,
5445-UTODQ,Female,,Yes,No,27,1982,2,1982-02-27,43,,,
4425-OWHWB,Female,,No,No,29,2012,2,2012-02-29,13,,,
7892-QVYKW,Female,,Yes,Yes,10,1995,10,1995-10-10,29,,,
9675-ICXCT,Male,,Yes,Yes,22,2000,6,2000-06-22,25,,,
1024-VRZHF,Male,,Yes,No,12,2012,1,2012-01-12,13,,,
4703-MQYKT,Male,,No,No,11,2011,6,2011-06-11,14,,,
9497-QCMMS,Male,,No,No,20,2006,10,2006-10-20,18,,,
5692-ICXLW,Male,,No,No,6,1990,3,1990-03-06,35,,,
0602-DDUML,Female,,No,No,16,2008,5,2008-05-16,17,,,
2208-MPXIO,Female,,Yes,Yes,9,1984,10,1984-10-09,40,,,
1960-UYCNN,Male,,No,No,29,1988,5,1988-05-29,37,,,
0348-SDKOL,Female,,Yes,No,4,1993,12,1993-12-04,31,,,
3190-FZATL,Male,,No,Yes,15,1987,11,1987-11-15,37,,,
7336-RLLRH,Male,,Yes,No,4,1994,8,1994-08-04,31,,,
4373-MAVJG,Female,,Yes,Yes,6,1996,11,1996-11-06,28,,,
8901-HJXTF,Female,,Yes,Yes,4,2006,11,2006-11-04,18,,,
7710-JSYOA,Female,,Yes,Yes,26,2000,5,2000-05-26,25,,,
5419-KLXBN,Female,,Yes,Yes,18,2003,10,2003-10-18,21,,,
3424-NMNBO,Male,,Yes,No,13,2003,4,2003-04-13,22,,,
9885-MFVSU,Female,,Yes,Yes,18,1996,9,1996-09-18,28,,,
4514-GFCFI,Female,,No,No,20,1982,4,1982-04-20,43,,,
0607-MVMGC,Male,,Yes,Yes,20,1980,5,1980-05-20,45,,,
3365-SAIGS,Female,,No,No,29,2006,1,2006-01-29,19,,,
9828-AOQLM,Female,,Yes,Yes,29,1995,12,1995-12-29,29,,,
8022-BECSI,Male,,No,No,1,1983,7,1983-07-01,42,,,
8000-REIQB,Female,,No,No,17,1994,10,1994-10-17,30,,,
9993-LHIEB,Male,,Yes,Yes,25,2009,10,2009-10-25,15,,,
0266-CLZKZ,Female,,Yes,Yes,1,2005,12,2005-12-01,19,,,
7615-ESMYF,Female,,Yes,No,26,1986,2,1986-02-26,39,,,
3858-VOBET,Male,,No,No,1,2010,5,2010-05-01,15,,,
7020-OZKXZ,Female,,No,No,14,1983,1,1983-01-14,42,,,
3977-QCRSL,Female,,No,No,27,2000,4,2000-04-27,25,,,
0017-DINOC,Male,,No,No,4,1988,5,1988-05-04,37,,,
1447-PJGGA,Female,,No,No,19,2002,6,2002-06-19,23,,,
8565-CLBZW,Male,,No,No,10,1988,2,1988-02-10,37,,,
9139-WQQDY,Female,,Yes,Yes,22,2005,1,2005-01-22,20,,,
0224-HJAPT,Male,,No,No,19,1991,3,1991-03-19,34,,,
8086-OVPWV,Male,,No,No,10,2004,1,2004-01-10,21,,,
9430-FRQOC,Female,,No,Yes,9,2012,7,2012-07-09,13,,,
7639-OPLNG,Male,,Yes,Yes,25,2001,5,2001-05-25,24,,,
3074-GQWYX,Male,,No,No,22,1991,1,1991-01-22,34,,,
1492-QGCLU,Male,,Yes,Yes,21,2012,2,2012-02-21,13,,,
6845-RGTYS,Female,,Yes,No,3,2009,12,2009-12-03,15,,,
7328-OWMOM,Female,,No,Yes,3,2001,3,2001-03-03,24,,,
4418-LZMSV,Male,,Yes,Yes,4,1987,10,1987-10-04,37,,,
5155-AZQPB,Female,,Yes,Yes,16,1993,4,1993-04-16,32,,,
8861-HGGKB,Female,,No,No,18,2007,7,2007-07-18,18,,,
1087-GRUYI,Male,,Yes,No,7,2001,1,2001-01-07,24,,,
7065-YUNRY,Female,,No,No,7,1993,2,1993-02-07,32,,,
7694-VLBWQ,Male,,Yes,No,24,1980,11,1980-11-24,44,,,
2546-KZAAT,Male,,Yes,No,30,2005,9,2005-09-30,19,,,
0181-RITDD,Male,,Yes,Yes,26,1994,4,1994-04-26,31,,,
5989-PGKJB,Female,,No,No,2,2011,9,2011-09-02,14,,,
4795-KTRTH,Female,,Yes,No,20,1983,9,1983-09-20,41,,,
8272-ONJLV,Male,,No,No,21,1992,9,1992-09-21,32,,,
1488-PBLJN,Female,,Yes,Yes,12,2000,5,2000-05-12,25,,,
0308-GIQJT,Male,,No,No,11,1987,10,1987-10-11,37,,,
3778-FOAQW,Female,,Yes,No,12,1986,3,1986-03-12,39,,,
4452-ROHMO,Female,,No,No,9,2007,9,2007-09-09,18,,,
6481-OGDOO,Male,,Yes,No,3,2010,3,2010-03-03,15,,,
3090-LETTY,Male,,No,Yes,7,1997,7,1997-07-07,28,,,
5349-AZPEW,Female,,Yes,Yes,4,1990,5,1990-05-04,35,,,
3753-TSEMP,Female,,Yes,No,1,1995,9,1995-09-01,30,,,
8305-VHZBZ,Male,,No,No,6,1993,6,1993-06-06,32,,,
9720-JJJOR,Male,,Yes,Yes,19,1996,11,1996-11-19,28,,,
8100-HZZLJ,Female,,No,Yes,28,1984,3,1984-03-28,41,,,
8775-ERLNB,Male,,Yes,No,4,2008,2,2008-02-04,17,,,
8309-IEYJD,Female,,No,No,12,2004,3,2004-03-12,21,,,
9172-JITSM,Female,,Yes,Yes,27,2001,1,2001-01-27,24,,,
6298-QDFNH,Male,,No,No,26,1984,9,1984-09-26,40,,,
7398-HPYZQ,Male,,Yes,No,2,2004,9,2004-09-02,21,,,
3546-GHEAE,Male,,No,No,23,1994,11,1994-11-23,30,,,
7361-YPXFS,Female,,No,No,2,1990,7,1990-07-02,35,,,
6557-BZXLQ,Male,,No,No,18,2012,4,2012-04-18,13,,,
2550-QHZGP,Male,,No,No,9,1981,3,1981-03-09,44,,,
7519-JTWQH,Female,,No,No,7,2008,9,2008-09-07,17,,,
2538-OIMXF,Female,,No,Yes,26,1990,12,1990-12-26,34,,,
8543-MSDMF,Male,,No,No,27,1987,8,1987-08-27,38,,,
9961-JBNMK,Male,,No,No,3,2011,9,2011-09-03,14,,,
1170-SASML,Female,,Yes,No,21,1988,3,1988-03-21,37,,,
4872-JCVCA,Female,,Yes,No,22,1992,11,1992-11-22,32,,,
5346-BZCHP,Female,,Yes,Yes,28,1986,10,1986-10-28,38,,,
2038-LLMLM,Female,,No,No,24,1991,7,1991-07-24,34,,,
6173-ITPWD,Male,,Yes,No,15,1987,4,1987-04-15,38,,,
9734-UYXQI,Female,,No,No,8,2011,5,2011-05-08,14,,,
1216-BGTSP,Male,,No,No,22,2011,2,2011-02-22,14,,,
4138-NAXED,Male,,No,No,18,1982,4,1982-04-18,43,,,
2189-UXTKY,Female,,Yes,No,29,1982,11,1982-11-29,42,,,
0744-BIKKF,Male,,No,No,27,1998,10,1998-10-27,26,,,
7483-IQWIB,Male,,Yes,Yes,25,1985,7,1985-07-25,40,,,
5248-KWLAR,Male,,Yes,Yes,21,1989,5,1989-05-21,36,,,
4958-GZWIY,Male,,Yes,Yes,5,1992,11,1992-11-05,32,,,
7996-MHXLW,Female,,No,No,22,1991,7,1991-07-22,34,,,
7833-PKIHD,Male,,Yes,Yes,20,1996,7,1996-07-20,29,,,
7061-OVMIM,Female,,Yes,Yes,27,1994,10,1994-10-27,30,,,
5153-RTHKF,Female,,No,No,30,2000,9,2000-09-30,24,,,
1852-QSWCD,Male,,Yes,Yes,6,1987,3,1987-03-06,38,,,
4832-VRBMR,Male,,Yes,No,16,2008,7,2008-07-16,17,,,
9079-LWTFD,Male,,No,No,15,2000,7,2000-07-15,25,,,
6356-ELRKD,Female,,No,No,17,1983,3,1983-03-17,42,,,
8624-GIOUT,Female,,No,No,13,2010,12,2010-12-13,14,,,
3392-EHMNK,Female,,Yes,Yes,23,1991,8,1991-08-23,34,,,
5986-WWXDV,Male,,No,Yes,6,1997,11,1997-11-06,27,,,
3061-BCKYI,Male,,No,No,12,2007,5,2007-05-12,18,,,
6179-GJPSO,Female,,No,No,23,2009,9,2009-09-23,15,,,
7901-TBKJX,Male,,No,No,15,2007,12,2007-12-15,17,,,
7228-PAQPD,Female,,No,No,19,1997,6,1997-06-19,28,,,
3177-LASXD,Female,,No,No,10,1990,4,1990-04-10,35,,,
7746-QYVCO,Male,,Yes,Yes,11,1987,9,1987-09-11,38,,,
5804-HYIEZ,Male,,Yes,Yes,2,2012,5,2012-05-02,13,,,
9919-FZDED,Male,,Yes,No,23,1996,11,1996-11-23,28,,,
5934-TSSAU,Female,,Yes,Yes,30,1994,2,1994-03-02,31,,,
3486-KHMLI,Male,,No,Yes,5,2006,10,2006-10-05,18,,,
4897-QSUYC,Female,,No,No,4,2000,6,2000-06-04,25,,,
1084-UQCHV,Male,,No,Yes,12,1997,3,1997-03-12,28,,,
8290-YWKHZ,Female,,Yes,No,14,1984,1,1984-01-14,41,,,
2955-BJZHG,Male,,Yes,Yes,11,2012,11,2012-11-11,12,,,
3806-DXQOM,Female,,No,No,27,1999,3,1999-03-27,26,,,
6784-XYJAE,Female,,No,No,27,2001,11,2001-11-27,23,,,
3933-DQPWX,Female,,No,No,18,1994,5,1994-05-18,31,,,
6661-EIPZC,Female,,Yes,Yes,11,1991,4,1991-04-11,34,,,
8957-THMOA,Female,,No,Yes,18,1988,10,1988-10-18,36,,,
2251-PYLPB,Male,,Yes,No,22,1986,1,1986-01-22,39,,,
5555-RNPGT,Male,,No,Yes,11,1991,8,1991-08-11,34,,,
1057-FOGLZ,Female,,No,No,11,1999,7,1999-07-11,26,,,
9300-RENDD,Male,,No,No,15,1981,12,1981-12-15,43,,,
0761-AETCS,Female,,No,No,22,1996,4,1996-04-22,29,,,
8087-LGYHQ,Male,,No,No,9,1983,9,1983-09-09,42,,,
4137-BTIKL,Male,,No,No,11,1990,4,1990-04-11,35,,,
2190-BCXEC,Female,,Yes,No,18,1994,10,1994-10-18,30,,,
6227-FBDXH,Male,,Yes,No,29,1982,2,1982-03-01,43,,,
2153-MREFK,Female,,Yes,No,10,1994,12,1994-12-10,30,,,
2911-WDXMV,Male,,No,Yes,3,1990,11,1990-11-03,34,,,
7206-PQBBZ,Male,,Yes,No,8,1991,5,1991-05-08,34,,,
3106-ULWFW,Female,,Yes,No,24,1984,6,1984-06-24,41,,,
0925-VYDLG,Female,,No,No,17,1993,6,1993-06-17,32,,,
4547-FZJWE,Male,,Yes,Yes,24,1997,9,1997-09-24,27,,,
7422-WNBTY,Male,,Yes,No,27,2011,2,2011-02-27,14,,,
0842-IWYCP,Female,,No,No,9,2005,10,2005-10-09,19,,,
3521-HTQTV,Male,,No,No,12,1993,3,1993-03-12,32,,,
3744-ZBHON,Female,,No,No,7,1992,6,1992-06-07,33,,,
3373-DIUUN,Male,,Yes,Yes,29,1983,6,1983-06-29,42,,,
8383-SGHJU,Female,,No,No,19,2006,5,2006-05-19,19,,,
7607-QKKTJ,Male,,Yes,Yes,13,2000,8,2000-08-13,25,,,
7707-PYBBH,Male,,No,No,26,1999,9,1999-09-26,25,,,
8984-HPEMB,Female,,No,No,1,2005,8,2005-08-01,20,,,
4349-GFQHK,Male,,No,No,13,1991,11,1991-11-13,33,,,
4139-DETXS,Female,,Yes,Yes,27,2002,11,2002-11-27,22,,,
9779-DPNEJ,Female,,Yes,Yes,12,2006,4,2006-04-12,19,,,
9805-FILKB,Male,,Yes,Yes,13,2000,2,2000-02-13,25,,,
5793-YOLJN,Female,,Yes,Yes,12,1996,8,1996-08-12,29,,,
0673-IGUQO,Male,,No,No,15,2005,6,2005-06-15,20,,,
4123-FCVCB,Female,,No,No,16,2003,10,2003-10-16,21,,,
8819-IMISP,Male,,No,No,5,1982,9,1982-09-05,43,,,
7802-EFKNY,Male,,Yes,No,28,1980,10,1980-10-28,44,,,
8311-UEUAB,Female,,Yes,Yes,23,1982,7,1982-07-23,43,,,
5858-EAFCZ,Male,,No,No,6,1998,6,1998-06-06,27,,,
8035-BUYVG,Male,,Yes,No,17,1999,9,1999-09-17,25,,,
1163-ONYEY,Male,,Yes,Yes,12,2009,11,2009-11-12,15,,,
9787-XVQIU,Male,,No,No,2,2005,11,2005-11-02,19,,,
8945-MUQUF,Male,,No,No,20,2007,12,2007-12-20,17,,,
5656-MJEFC,Male,,Yes,Yes,2,1991,3,1991-03-02,34,,,
6082-OQFBA,Male,,Yes,Yes,27,1990,1,1990-01-27,35,,,
8051-HJRLT,Female,,No,No,18,1996,10,1996-10-18,28,,,
8974-OVACP,Female,,No,No,2,1982,9,1982-09-02,43,,,
4010-YLMVT,Female,,No,No,5,2009,11,2009-11-05,15,,,
1379-FRVEB,Male,,No,Yes,13,1989,11,1989-11-13,35,,,
8612-GXIDD,Male,,Yes,Yes,8,1991,10,1991-10-08,33,,,
6288-CHQJB,Female,,Yes,Yes,28,1983,11,1983-11-28,41,,,
8160-HOWOX,Female,,No,No,9,1990,6,1990-06-09,35,,,
3023-GFLBR,Female,,Yes,Yes,21,1991,5,1991-05-21,34,,,
6648-INWPS,Male,,Yes,Yes,3,2004,6,2004-06-03,21,,,
4223-BKEOR,Female,,No,Yes,7,1992,2,1992-02-07,33,,,
4079-VTGLK,Male,,Yes,No,27,1995,2,1995-02-27,30,,,
1763-WQFUK,Male,,No,No,26,2009,4,2009-04-26,16,,,
1391-UBDAR,Male,,No,No,21,1995,6,1995-06-21,30,,,
8894-JVDCV,Female,,No,No,11,2005,2,2005-02-11,20,,,
2023-VQFDL,Male,,No,No,22,1994,5,1994-05-22,31,,,
1345-GKDZZ,Male,,No,Yes,16,2001,8,2001-08-16,24,,,
2014-MKGMH,Female,,No,No,21,1995,7,1995-07-21,30,,,
5628-FCGYG,Male,,No,No,5,2009,9,2009-09-05,16,,,
2560-WBWXF,Male,,No,No,24,1987,11,1987-11-24,37,,,
0248-IPDFW,Female,,No,No,27,2009,2,2009-02-27,16,,,
7978-DKUQH,Female,,Yes,No,20,1994,9,1994-09-20,30,,,
4335-UPJSI,Female,,No,Yes,15,1995,5,1995-05-15,30,,,
0524-IAVZO,Female,,Yes,No,24,1994,12,1994-12-24,30,,,
2737-YNGYW,Female,,No,No,5,2000,1,2000-01-05,25,,,
1784-EZDKJ,Male,,Yes,No,1,1998,6,1998-06-01,27,,,
9297-FVVDH,Female,,Yes,Yes,25,1994,11,1994-11-25,30,,,
8007-YYPWD,Female,,No,No,8,1982,11,1982-11-08,42,,,
7101-HRBLJ,Female,,Yes,Yes,8,2006,9,2006-09-08,19,,,
5159-YFPKQ,Female,,No,No,26,1985,7,1985-07-26,40,,,
6635-CPNUN,Male,,Yes,No,27,1997,10,1997-10-27,27,,,
4021-RQSNY,Male,,Yes,No,8,2002,4,2002-04-08,23,,,
5453-YBTWV,Male,,Yes,Yes,14,2001,1,2001-01-14,24,,,
5039-LZRQT,Female,,No,No,9,1988,3,1988-03-09,37,,,
2931-VUVJN,Female,,Yes,No,18,1988,11,1988-11-18,36,,,
9061-TIHDA,Male,,Yes,No,26,1985,3,1985-03-26,40,,,
8699-ASUFO,Male,,Yes,No,27,2008,2,2008-02-27,17,,,
6418-PIQSP,Female,,Yes,No,17,1983,12,1983-12-17,41,,,
8220-OCUFY,Female,,No,No,17,1984,12,1984-12-17,40,,,
3995-WFCSM,Female,,No,No,11,1988,8,1988-08-11,37,,,
1895-QTKDO,Female,,No,No,4,1991,6,1991-06-04,34,,,
2038-OEQZH,Male,,No,No,22,1981,5,1981-05-22,44,,,
1178-PZGAB,Female,,No,No,1,1984,11,1984-11-01,40,,,
7927-AUXBZ,Female,,No,No,22,1998,1,1998-01-22,27,,,
2626-VEEWG,Male,,Yes,Yes,18,1994,9,1994-09-18,30,,,
2878-RMWXY,Male,,Yes,No,27,1995,7,1995-07-27,30,,,
1657-DYMBM,Male,,Yes,No,27,2012,4,2012-04-27,13,,,
7311-MQJCH,Female,,No,No,22,2006,2,2006-02-22,19,,,
7375-WMVMT,Male,,Yes,No,28,1999,11,1999-11-28,25,,,
1136-XGEQU,Female,,Yes,Yes,15,2012,6,2012-06-15,13,,,
2530-FMFXO,Male,,Yes,Yes,17,2003,10,2003-10-17,21,,,
6844-DZKRF,Male,,No,No,8,1985,4,1985-04-08,40,,,
4695-WJZUE,Female,,No,No,9,1991,7,1991-07-09,34,,,
7619-ODSGN,Male,,Yes,Yes,20,2000,9,2000-09-20,24,,,
5970-GHJAW,Male,,Yes,Yes,8,2004,1,2004-01-08,21,,,
8879-XUAHX,Male,,Yes,No,28,1991,7,1991-07-28,34,,,
3689-MOZGR,Female,,No,No,30,2000,9,2000-09-30,24,,,
4195-PNGZS,Male,,Yes,Yes,2,1991,6,1991-06-02,34,,,
5003-XZWWO,Male,,Yes,No,18,1992,3,1992-03-18,33,,,
3988-RQIXO,Female,,No,No,14,1998,12,1998-12-14,26,,,
7622-FWGEW,Male,,Yes,No,4,2009,11,2009-11-04,15,,,
6922-NCEDI,Male,,No,Yes,18,1998,4,1998-04-18,27,,,
2514-GINMM,Male,,No,No,3,2002,10,2002-10-03,22,,,
9891-NQDBD,Female,,Yes,No,19,1980,10,1980-10-19,44,,,
6131-IUNXN,Female,,Yes,Yes,1,2005,5,2005-05-01,20,,,
8548-AWOFC,Male,,Yes,No,21,1993,5,1993-05-21,32,,,
9798-DRYDS,Female,,Yes,Yes,26,1990,11,1990-11-26,34,,,
8532-UEFWH,Male,,Yes,Yes,13,1982,11,1982-11-13,42,,,
6296-DDOOR,Female,,No,No,15,1990,7,1990-07-15,35,,,
7951-VRDVK,Female,,No,No,28,1991,11,1991-11-28,33,,,
5931-FLJJF,Male,,Yes,No,12,2001,2,2001-02-12,24,,,
4815-YOSUK,Male,,Yes,Yes,16,1989,8,1989-08-16,36,,,
2659-VXMWZ,Male,,Yes,Yes,25,2005,3,2005-03-25,20,,,
0380-NEAVX,Male,,No,No,27,2000,7,2000-07-27,25,,,
3207-OYBWH,Male,,Yes,No,18,2010,5,2010-05-18,15,,,
4285-GYRQC,Female,,Yes,No,17,2012,2,2012-02-17,13,,,
7216-EWTRS,Female,,Yes,No,14,1987,6,1987-06-14,38,,,
4365-MSDYN,Male,,Yes,No,5,1999,3,1999-03-05,26,,,
7036-TYDEC,Female,,No,No,30,2010,1,2010-01-30,15,,,
5802-ADBRC,Female,,Yes,No,24,1986,8,1986-08-24,39,,,
8076-FEZKJ,Male,,No,No,19,1987,5,1987-05-19,38,,,
5197-YPYBZ,Female,,Yes,Yes,30,1993,8,1993-08-30,32,,,
8337-MSSXB,Female,,No,No,23,1993,11,1993-11-23,31,,,
4312-GVYNH,Female,,Yes,No,23,1999,7,1999-07-23,26,,,
8495-LJDFO,Female,,No,No,12,1987,11,1987-11-12,37,,,
0839-JTCUD,Female,,Yes,Yes,11,1980,6,1980-06-11,45,,,
5494-WOZRZ,Female,,Yes,Yes,11,1988,9,1988-09-11,37,,,
1302-UHBDD,Male,,No,No,28,1985,9,1985-09-28,39,,,
2234-EOFPT,Male,,Yes,No,13,1996,5,1996-05-13,29,,,
8619-IJNDK,Female,,Yes,Yes,9,1993,9,1993-09-09,32,,,
8378-LKJAF,Male,,Yes,Yes,8,2005,3,2005-03-08,20,,,
8182-BJDSI,Female,,No,No,23,1988,8,1988-08-23,37,,,
2528-HFYZX,Male,,Yes,No,26,1980,6,1980-06-26,45,,,
1153-GNOLC,Male,,No,No,22,1984,7,1984-07-22,41,,,
3298-QEICA,Female,,Yes,Yes,15,2003,2,2003-02-15,22,,,
0788-DXBFY,Male,,Yes,Yes,16,2012,5,2012-05-16,13,,,
3597-YASZG,Female,,Yes,No,23,1992,11,1992-11-23,32,,,
3496-LFSZU,Male,,Yes,No,20,1999,12,1999-12-20,25,,,
5242-UOWHD,Male,,Yes,Yes,30,2012,8,2012-08-30,13,,,
2482-CZGBB,Male,,No,No,18,1989,1,1989-01-18,36,,,
6479-SZPLM,Male,,Yes,Yes,1,2010,9,2010-09-01,15,,,
8097-VBQTZ,Male,,No,No,24,1999,7,1999-07-24,26,,,
4500-HKANN,Male,,Yes,Yes,21,2006,9,2006-09-21,18,,,
9917-KWRBE,Female,,Yes,Yes,27,1984,11,1984-11-27,40,,,
3420-ZDBMA,Male,,No,No,23,2006,8,2006-08-23,19,,,
2212-LYASK,Male,,Yes,Yes,10,1990,9,1990-09-10,35,,,
1393-IMKZG,Female,,No,No,13,1981,6,1981-06-13,44,,,
8069-RHUXK,Female,,Yes,Yes,29,1986,8,1986-08-29,39,,,
3398-GCPMU,Female,,Yes,Yes,18,2000,8,2000-08-18,25,,,
2908-WGAXL,Female,,Yes,Yes,30,2008,2,2008-03-01,17,,,
3378-AJRAO,Male,,Yes,Yes,14,1988,6,1988-06-14,37,,,
1013-QCWAM,Female,,Yes,No,21,1984,9,1984-09-21,40,,,
0866-QLSIR,Female,,No,No,23,1999,7,1999-07-23,26,,,
6050-FFXES,Female,,Yes,No,12,2002,8,2002-08-12,23,,,
7181-BQYBV,Female,,Yes,Yes,4,1997,4,1997-04-04,28,,,
0362-RAOQO,Female,,No,No,2,2004,9,2004-09-02,21,,,
9554-DFKIC,Male,,Yes,Yes,25,2007,11,2007-11-25,17,,,
